,File,Line,CWE
87387,CWE758_Undefined_Behavior__long_malloc_use_13.c,27,CWE758_Undefined_Behavior
87388,CWE758_Undefined_Behavior__long_malloc_use_14.c,27,CWE758_Undefined_Behavior
87389,CWE758_Undefined_Behavior__long_malloc_use_15.c,28,CWE758_Undefined_Behavior
87390,CWE758_Undefined_Behavior__long_malloc_use_16.c,27,CWE758_Undefined_Behavior
87391,CWE758_Undefined_Behavior__long_malloc_use_17.c,28,CWE758_Undefined_Behavior
87392,CWE758_Undefined_Behavior__long_malloc_use_18.c,27,CWE758_Undefined_Behavior
87393,CWE758_Undefined_Behavior__long_new_use_01.cpp,27,CWE758_Undefined_Behavior
87394,CWE758_Undefined_Behavior__long_new_use_02.cpp,29,CWE758_Undefined_Behavior
87395,CWE758_Undefined_Behavior__long_new_use_03.cpp,29,CWE758_Undefined_Behavior
87396,CWE758_Undefined_Behavior__long_new_use_04.cpp,35,CWE758_Undefined_Behavior
87397,CWE758_Undefined_Behavior__long_new_use_05.cpp,35,CWE758_Undefined_Behavior
87398,CWE758_Undefined_Behavior__long_new_use_06.cpp,34,CWE758_Undefined_Behavior
87399,CWE758_Undefined_Behavior__long_new_use_07.cpp,34,CWE758_Undefined_Behavior
87400,CWE758_Undefined_Behavior__long_new_use_08.cpp,42,CWE758_Undefined_Behavior
87401,CWE758_Undefined_Behavior__long_new_use_09.cpp,29,CWE758_Undefined_Behavior
87402,CWE758_Undefined_Behavior__long_new_use_10.cpp,29,CWE758_Undefined_Behavior
87403,CWE758_Undefined_Behavior__long_new_use_11.cpp,29,CWE758_Undefined_Behavior
87404,CWE758_Undefined_Behavior__long_new_use_12.cpp,29,CWE758_Undefined_Behavior
87405,CWE758_Undefined_Behavior__long_new_use_13.cpp,29,CWE758_Undefined_Behavior
87406,CWE758_Undefined_Behavior__long_new_use_14.cpp,29,CWE758_Undefined_Behavior
87407,CWE758_Undefined_Behavior__long_new_use_15.cpp,30,CWE758_Undefined_Behavior
87408,CWE758_Undefined_Behavior__long_new_use_16.cpp,29,CWE758_Undefined_Behavior
87409,CWE758_Undefined_Behavior__long_new_use_17.cpp,30,CWE758_Undefined_Behavior
87410,CWE758_Undefined_Behavior__long_new_use_18.cpp,29,CWE758_Undefined_Behavior
87411,CWE758_Undefined_Behavior__no_return_01.c,13,CWE758_Undefined_Behavior
87412,CWE758_Undefined_Behavior__struct_alloca_use_01.c,24,CWE758_Undefined_Behavior
87413,CWE758_Undefined_Behavior__struct_alloca_use_02.c,26,CWE758_Undefined_Behavior
87414,CWE758_Undefined_Behavior__struct_alloca_use_03.c,26,CWE758_Undefined_Behavior
87415,CWE758_Undefined_Behavior__struct_alloca_use_04.c,32,CWE758_Undefined_Behavior
87416,CWE758_Undefined_Behavior__struct_alloca_use_05.c,32,CWE758_Undefined_Behavior
87417,CWE758_Undefined_Behavior__struct_alloca_use_06.c,31,CWE758_Undefined_Behavior
87418,CWE758_Undefined_Behavior__struct_alloca_use_07.c,31,CWE758_Undefined_Behavior
87419,CWE758_Undefined_Behavior__struct_alloca_use_08.c,39,CWE758_Undefined_Behavior
87420,CWE758_Undefined_Behavior__struct_alloca_use_09.c,26,CWE758_Undefined_Behavior
87421,CWE758_Undefined_Behavior__struct_alloca_use_10.c,26,CWE758_Undefined_Behavior
87422,CWE758_Undefined_Behavior__struct_alloca_use_11.c,26,CWE758_Undefined_Behavior
87423,CWE758_Undefined_Behavior__struct_alloca_use_12.c,26,CWE758_Undefined_Behavior
87424,CWE758_Undefined_Behavior__struct_alloca_use_13.c,26,CWE758_Undefined_Behavior
87425,CWE758_Undefined_Behavior__struct_alloca_use_14.c,26,CWE758_Undefined_Behavior
87426,CWE758_Undefined_Behavior__struct_alloca_use_15.c,27,CWE758_Undefined_Behavior
87427,CWE758_Undefined_Behavior__struct_alloca_use_16.c,26,CWE758_Undefined_Behavior
87428,CWE758_Undefined_Behavior__struct_alloca_use_17.c,27,CWE758_Undefined_Behavior
87429,CWE758_Undefined_Behavior__struct_alloca_use_18.c,26,CWE758_Undefined_Behavior
87430,CWE758_Undefined_Behavior__struct_malloc_use_01.c,25,CWE758_Undefined_Behavior
87431,CWE758_Undefined_Behavior__struct_malloc_use_02.c,27,CWE758_Undefined_Behavior
87432,CWE758_Undefined_Behavior__struct_malloc_use_03.c,27,CWE758_Undefined_Behavior
87433,CWE758_Undefined_Behavior__struct_malloc_use_04.c,33,CWE758_Undefined_Behavior
87434,CWE758_Undefined_Behavior__struct_malloc_use_05.c,33,CWE758_Undefined_Behavior
87435,CWE758_Undefined_Behavior__struct_malloc_use_06.c,32,CWE758_Undefined_Behavior
87436,CWE758_Undefined_Behavior__struct_malloc_use_07.c,32,CWE758_Undefined_Behavior
87437,CWE758_Undefined_Behavior__struct_malloc_use_08.c,40,CWE758_Undefined_Behavior
87438,CWE758_Undefined_Behavior__struct_malloc_use_09.c,27,CWE758_Undefined_Behavior
87439,CWE758_Undefined_Behavior__struct_malloc_use_10.c,27,CWE758_Undefined_Behavior
87440,CWE758_Undefined_Behavior__struct_malloc_use_11.c,27,CWE758_Undefined_Behavior
87441,CWE758_Undefined_Behavior__struct_malloc_use_12.c,27,CWE758_Undefined_Behavior
87442,CWE758_Undefined_Behavior__struct_malloc_use_13.c,27,CWE758_Undefined_Behavior
87443,CWE758_Undefined_Behavior__struct_malloc_use_14.c,27,CWE758_Undefined_Behavior
87444,CWE758_Undefined_Behavior__struct_malloc_use_15.c,28,CWE758_Undefined_Behavior
87445,CWE758_Undefined_Behavior__struct_malloc_use_16.c,27,CWE758_Undefined_Behavior
87446,CWE758_Undefined_Behavior__struct_malloc_use_17.c,28,CWE758_Undefined_Behavior
87447,CWE758_Undefined_Behavior__struct_malloc_use_18.c,27,CWE758_Undefined_Behavior
87448,CWE758_Undefined_Behavior__struct_new_use_01.cpp,27,CWE758_Undefined_Behavior
87449,CWE758_Undefined_Behavior__struct_new_use_02.cpp,29,CWE758_Undefined_Behavior
87450,CWE758_Undefined_Behavior__struct_new_use_03.cpp,29,CWE758_Undefined_Behavior
87451,CWE758_Undefined_Behavior__struct_new_use_04.cpp,35,CWE758_Undefined_Behavior
87452,CWE758_Undefined_Behavior__struct_new_use_05.cpp,35,CWE758_Undefined_Behavior
87453,CWE758_Undefined_Behavior__struct_new_use_06.cpp,34,CWE758_Undefined_Behavior
87454,CWE758_Undefined_Behavior__struct_new_use_07.cpp,34,CWE758_Undefined_Behavior
87455,CWE758_Undefined_Behavior__struct_new_use_08.cpp,42,CWE758_Undefined_Behavior
87456,CWE758_Undefined_Behavior__struct_new_use_09.cpp,29,CWE758_Undefined_Behavior
87457,CWE758_Undefined_Behavior__struct_new_use_10.cpp,29,CWE758_Undefined_Behavior
87458,CWE758_Undefined_Behavior__struct_new_use_11.cpp,29,CWE758_Undefined_Behavior
87459,CWE758_Undefined_Behavior__struct_new_use_12.cpp,29,CWE758_Undefined_Behavior
87460,CWE758_Undefined_Behavior__struct_new_use_13.cpp,29,CWE758_Undefined_Behavior
87461,CWE758_Undefined_Behavior__struct_new_use_14.cpp,29,CWE758_Undefined_Behavior
87462,CWE758_Undefined_Behavior__struct_new_use_15.cpp,30,CWE758_Undefined_Behavior
87463,CWE758_Undefined_Behavior__struct_new_use_16.cpp,29,CWE758_Undefined_Behavior
87464,CWE758_Undefined_Behavior__struct_new_use_17.cpp,30,CWE758_Undefined_Behavior
87465,CWE758_Undefined_Behavior__struct_new_use_18.cpp,29,CWE758_Undefined_Behavior
87466,CWE758_Undefined_Behavior__struct_pointer_alloca_use_01.c,24,CWE758_Undefined_Behavior
87467,CWE758_Undefined_Behavior__struct_pointer_alloca_use_02.c,26,CWE758_Undefined_Behavior
87468,CWE758_Undefined_Behavior__struct_pointer_alloca_use_03.c,26,CWE758_Undefined_Behavior
87469,CWE758_Undefined_Behavior__struct_pointer_alloca_use_04.c,32,CWE758_Undefined_Behavior
87470,CWE758_Undefined_Behavior__struct_pointer_alloca_use_05.c,32,CWE758_Undefined_Behavior
87471,CWE758_Undefined_Behavior__struct_pointer_alloca_use_06.c,31,CWE758_Undefined_Behavior
87472,CWE758_Undefined_Behavior__struct_pointer_alloca_use_07.c,31,CWE758_Undefined_Behavior
87473,CWE758_Undefined_Behavior__struct_pointer_alloca_use_08.c,39,CWE758_Undefined_Behavior
87474,CWE758_Undefined_Behavior__struct_pointer_alloca_use_09.c,26,CWE758_Undefined_Behavior
87475,CWE758_Undefined_Behavior__struct_pointer_alloca_use_10.c,26,CWE758_Undefined_Behavior
87476,CWE758_Undefined_Behavior__struct_pointer_alloca_use_11.c,26,CWE758_Undefined_Behavior
87477,CWE758_Undefined_Behavior__struct_pointer_alloca_use_12.c,26,CWE758_Undefined_Behavior
87478,CWE758_Undefined_Behavior__struct_pointer_alloca_use_13.c,26,CWE758_Undefined_Behavior
87479,CWE758_Undefined_Behavior__struct_pointer_alloca_use_14.c,26,CWE758_Undefined_Behavior
87480,CWE758_Undefined_Behavior__struct_pointer_alloca_use_15.c,27,CWE758_Undefined_Behavior
87481,CWE758_Undefined_Behavior__struct_pointer_alloca_use_16.c,26,CWE758_Undefined_Behavior
87482,CWE758_Undefined_Behavior__struct_pointer_alloca_use_17.c,27,CWE758_Undefined_Behavior
87483,CWE758_Undefined_Behavior__struct_pointer_alloca_use_18.c,26,CWE758_Undefined_Behavior
87484,CWE758_Undefined_Behavior__struct_pointer_malloc_use_01.c,25,CWE758_Undefined_Behavior
87485,CWE758_Undefined_Behavior__struct_pointer_malloc_use_02.c,27,CWE758_Undefined_Behavior
87486,CWE758_Undefined_Behavior__struct_pointer_malloc_use_03.c,27,CWE758_Undefined_Behavior
87487,CWE758_Undefined_Behavior__struct_pointer_malloc_use_04.c,33,CWE758_Undefined_Behavior
87488,CWE758_Undefined_Behavior__struct_pointer_malloc_use_05.c,33,CWE758_Undefined_Behavior
87489,CWE758_Undefined_Behavior__struct_pointer_malloc_use_06.c,32,CWE758_Undefined_Behavior
87490,CWE758_Undefined_Behavior__struct_pointer_malloc_use_07.c,32,CWE758_Undefined_Behavior
87491,CWE758_Undefined_Behavior__struct_pointer_malloc_use_08.c,40,CWE758_Undefined_Behavior
87492,CWE758_Undefined_Behavior__struct_pointer_malloc_use_09.c,27,CWE758_Undefined_Behavior
87493,CWE758_Undefined_Behavior__struct_pointer_malloc_use_10.c,27,CWE758_Undefined_Behavior
87494,CWE758_Undefined_Behavior__struct_pointer_malloc_use_11.c,27,CWE758_Undefined_Behavior
87495,CWE758_Undefined_Behavior__struct_pointer_malloc_use_12.c,27,CWE758_Undefined_Behavior
87496,CWE758_Undefined_Behavior__struct_pointer_malloc_use_13.c,27,CWE758_Undefined_Behavior
87497,CWE758_Undefined_Behavior__struct_pointer_malloc_use_14.c,27,CWE758_Undefined_Behavior
87498,CWE758_Undefined_Behavior__struct_pointer_malloc_use_15.c,28,CWE758_Undefined_Behavior
87499,CWE758_Undefined_Behavior__struct_pointer_malloc_use_16.c,27,CWE758_Undefined_Behavior
87500,CWE758_Undefined_Behavior__struct_pointer_malloc_use_17.c,28,CWE758_Undefined_Behavior
87501,CWE758_Undefined_Behavior__struct_pointer_malloc_use_18.c,27,CWE758_Undefined_Behavior
87502,CWE758_Undefined_Behavior__struct_pointer_new_use_01.cpp,27,CWE758_Undefined_Behavior
87503,CWE758_Undefined_Behavior__struct_pointer_new_use_02.cpp,29,CWE758_Undefined_Behavior
87504,CWE758_Undefined_Behavior__struct_pointer_new_use_03.cpp,29,CWE758_Undefined_Behavior
87505,CWE758_Undefined_Behavior__struct_pointer_new_use_04.cpp,35,CWE758_Undefined_Behavior
87506,CWE758_Undefined_Behavior__struct_pointer_new_use_05.cpp,35,CWE758_Undefined_Behavior
87507,CWE758_Undefined_Behavior__struct_pointer_new_use_06.cpp,34,CWE758_Undefined_Behavior
87508,CWE758_Undefined_Behavior__struct_pointer_new_use_07.cpp,34,CWE758_Undefined_Behavior
87509,CWE758_Undefined_Behavior__struct_pointer_new_use_08.cpp,42,CWE758_Undefined_Behavior
87510,CWE758_Undefined_Behavior__struct_pointer_new_use_09.cpp,29,CWE758_Undefined_Behavior
87511,CWE758_Undefined_Behavior__struct_pointer_new_use_10.cpp,29,CWE758_Undefined_Behavior
87512,CWE758_Undefined_Behavior__struct_pointer_new_use_11.cpp,29,CWE758_Undefined_Behavior
87513,CWE758_Undefined_Behavior__struct_pointer_new_use_12.cpp,29,CWE758_Undefined_Behavior
87514,CWE758_Undefined_Behavior__struct_pointer_new_use_13.cpp,29,CWE758_Undefined_Behavior
87515,CWE758_Undefined_Behavior__struct_pointer_new_use_14.cpp,29,CWE758_Undefined_Behavior
87516,CWE758_Undefined_Behavior__struct_pointer_new_use_15.cpp,30,CWE758_Undefined_Behavior
87517,CWE758_Undefined_Behavior__struct_pointer_new_use_16.cpp,29,CWE758_Undefined_Behavior
87518,CWE758_Undefined_Behavior__struct_pointer_new_use_17.cpp,30,CWE758_Undefined_Behavior
87519,CWE758_Undefined_Behavior__struct_pointer_new_use_18.cpp,29,CWE758_Undefined_Behavior
87520,CWE758_Undefined_Behavior__w32_bare_return_01.c,13,CWE758_Undefined_Behavior
87521,CWE758_Undefined_Behavior__w32_bare_return_implicit_01.c,13,CWE758_Undefined_Behavior
87522,CWE758_Undefined_Behavior__w32_no_return_implicit_01.c,13,CWE758_Undefined_Behavior
87523,CWE758_Undefined_Behavior__w32_return_implicit_01.c,13,CWE758_Undefined_Behavior
87524,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_01.c,24,CWE758_Undefined_Behavior
87525,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_02.c,26,CWE758_Undefined_Behavior
87526,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_03.c,26,CWE758_Undefined_Behavior
87527,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_04.c,32,CWE758_Undefined_Behavior
87528,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_05.c,32,CWE758_Undefined_Behavior
87529,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_06.c,31,CWE758_Undefined_Behavior
87530,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_07.c,31,CWE758_Undefined_Behavior
87531,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_08.c,39,CWE758_Undefined_Behavior
87532,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_09.c,26,CWE758_Undefined_Behavior
87533,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_10.c,26,CWE758_Undefined_Behavior
87534,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_11.c,26,CWE758_Undefined_Behavior
87535,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_12.c,26,CWE758_Undefined_Behavior
87536,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_13.c,26,CWE758_Undefined_Behavior
87537,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_14.c,26,CWE758_Undefined_Behavior
87538,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_15.c,27,CWE758_Undefined_Behavior
87539,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_16.c,26,CWE758_Undefined_Behavior
87540,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_17.c,27,CWE758_Undefined_Behavior
87541,CWE758_Undefined_Behavior__wchar_t_pointer_alloca_use_18.c,26,CWE758_Undefined_Behavior
87542,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_01.c,25,CWE758_Undefined_Behavior
87543,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_02.c,27,CWE758_Undefined_Behavior
87544,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_03.c,27,CWE758_Undefined_Behavior
87545,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_04.c,33,CWE758_Undefined_Behavior
87546,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_05.c,33,CWE758_Undefined_Behavior
87547,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_06.c,32,CWE758_Undefined_Behavior
87548,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_07.c,32,CWE758_Undefined_Behavior
87549,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_08.c,40,CWE758_Undefined_Behavior
87550,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_09.c,27,CWE758_Undefined_Behavior
87551,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_10.c,27,CWE758_Undefined_Behavior
87552,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_11.c,27,CWE758_Undefined_Behavior
87553,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_12.c,27,CWE758_Undefined_Behavior
87554,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_13.c,27,CWE758_Undefined_Behavior
87555,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_14.c,27,CWE758_Undefined_Behavior
87556,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_15.c,28,CWE758_Undefined_Behavior
87557,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_16.c,27,CWE758_Undefined_Behavior
87558,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_17.c,28,CWE758_Undefined_Behavior
87559,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_18.c,27,CWE758_Undefined_Behavior
87560,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_01.cpp,27,CWE758_Undefined_Behavior
87561,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_02.cpp,29,CWE758_Undefined_Behavior
87562,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_03.cpp,29,CWE758_Undefined_Behavior
87563,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_04.cpp,35,CWE758_Undefined_Behavior
87564,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_05.cpp,35,CWE758_Undefined_Behavior
87565,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_06.cpp,34,CWE758_Undefined_Behavior
87566,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_07.cpp,34,CWE758_Undefined_Behavior
87567,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_08.cpp,42,CWE758_Undefined_Behavior
87568,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_09.cpp,29,CWE758_Undefined_Behavior
87569,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_10.cpp,29,CWE758_Undefined_Behavior
87570,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_11.cpp,29,CWE758_Undefined_Behavior
87571,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_12.cpp,29,CWE758_Undefined_Behavior
87572,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_13.cpp,29,CWE758_Undefined_Behavior
87573,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_14.cpp,29,CWE758_Undefined_Behavior
87574,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_15.cpp,30,CWE758_Undefined_Behavior
87575,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_16.cpp,29,CWE758_Undefined_Behavior
87576,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_17.cpp,30,CWE758_Undefined_Behavior
87577,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_18.cpp,29,CWE758_Undefined_Behavior
